Time,ECG,Stethoscope
12.53,0.950044,0.00386218
12.535,0.697434,-0.00828143
12.54,0.471676,-0.0324058
12.545,0.298681,-0.0190769
12.55,0.179633,-0.000357265
12.555,0.103935,0.00145049
12.56,0.0569208,0.00753044
12.565,0.0253308,0.0178668
12.57,0.0022624,-0.000106005
12.575,-0.0137148,-0.00925081
12.58,-0.0239031,-0.011464
12.585,-0.0312278,-0.00561961
12.59,-0.0366535,0.00085303
12.595,-0.0388848,0.0025184
12.6,-0.0373097,-0.00437948
12.605,-0.0328041,-0.00408614
12.61,-0.0261114,-0.00330726
12.615,-0.0172651,-0.00731698
12.62,-0.0062284,-0.00621318
12.625,0.00542328,-0.00556344
12.63,0.0169383,-0.00224697
12.635,0.0295095,-0.00958839
12.64,0.0436347,-0.00860733
12.645,0.0583162,-0.00599768
12.65,0.0738466,-0.00491607
12.655,0.0918646,-0.00155685
12.66,0.112042,0.00241936
12.665,0.132259,0.00506906
12.67,0.15202,-0.000650439
12.675,0.172276,0.00282722
12.68,0.193006,-0.00127725
12.685,0.213306,-0.000547369
12.69,0.233104,-0.00183904
12.695,0.252991,-0.00467694
12.7,0.272423,-0.00504091
12.705,0.289198,-0.00604552
12.71,0.302156,-0.0106269
12.715,0.311958,-0.0117375
12.72,0.318083,-0.002743
12.725,0.31804,-0.00241075
12.73,0.310448,-0.00504543
12.735,0.295712,0.000715895
12.74,0.273119,0.000776313
12.745,0.240746,-0.00140708
12.75,0.199278,-0.00789416
12.755,0.152761,-0.0116846
12.76,0.105833,-0.00325585
12.765,0.0614673,0.00326803
12.77,0.0219934,-0.000776196
12.775,-0.0100762,0.00152749
12.78,-0.0346124,0.00274071
12.785,-0.0538418,0.000368114
12.79,-0.070241,-0.00484989
12.795,-0.0842127,-0.00982057
12.8,-0.0949362,-0.00830299
12.805,-0.10313,-0.00538547
12.81,-0.110373,-0.00682514
12.815,-0.116614,-0.00420882
12.82,-0.121663,-0.000977931
12.825,-0.12707,-0.00230103
12.83,-0.133222,-0.00320595
12.835,-0.138329,0.000436607
12.84,-0.141451,0.00574874
12.845,-0.144316,0.0139688
12.85,-0.148093,-0.0192656
12.855,-0.151213,-0.0279674
12.86,-0.15238,0.0184251
12.865,-0.152772,-0.00507332
12.87,-0.153821,0.00017369
12.875,-0.155071,-0.00144587
12.88,-0.155772,-0.00226237
12.885,-0.156256,-0.0101895
12.89,-0.15652,-0.0104105
12.895,-0.155729,-0.00111494
12.9,-0.154551,-0.0016776
12.905,-0.154917,-0.00601798
12.91,-0.157232,-0.0104354
12.915,-0.159533,-0.0072645
12.92,-0.160865,-0.00441532
12.925,-0.162451,0.00171286
12.93,-0.164887,0.000110746
12.935,-0.167064,0.000773269
12.94,-0.168718,0.0021502
12.945,-0.171209,0.00113575
12.95,-0.174959,-5.84E-05
12.955,-0.178473,-0.00425958
12.96,-0.180745,-0.00423329
12.965,-0.182534,-0.0048371
12.97,-0.184161,-0.00459272
12.975,-0.185046,-0.00316753
12.98,-0.185794,-0.00352662
12.985,-0.187666,-0.00622169
12.99,-0.190783,-0.00607074
12.995,-0.19438,-0.00795877
13,-0.198113,-0.00711375
13.005,-0.201661,-0.00159357
13.01,-0.205264,-0.0014314
13.015,-0.208785,0.0034368
13.02,-0.21112,0.00186781
13.025,-0.21271,-0.000741646
13.03,-0.214195,-0.00475843
13.035,-0.215233,-0.0078784
13.04,-0.215916,-0.00565217
13.045,-0.216753,-0.00266536
13.05,-0.218034,0.000522177
13.055,-0.219756,-0.00235411
13.06,-0.22142,-0.000505957
13.065,-0.223285,-0.00609311
13.07,-0.225659,-0.0098019
13.075,-0.22753,-0.00492548
13.08,-0.228691,-0.00394119
13.085,-0.230002,-0.00297072
13.09,-0.231508,0.000396294
13.095,-0.232491,0.00083497
13.1,-0.232829,0.00089035
13.105,-0.233753,-0.00413639
13.11,-0.236086,-0.00583549
13.115,-0.239056,-0.00432544
13.12,-0.241632,-0.00614078
13.125,-0.24396,-0.00262484
13.13,-0.245591,-0.00337023
13.135,-0.245295,-0.00163736
13.14,-0.24322,-0.00138017
13.145,-0.241527,-0.00672418
13.15,-0.241639,-0.0114249
13.155,-0.24223,-0.00482778
13.16,-0.242404,-0.00301265
13.165,-0.242958,-0.000462642
13.17,-0.244102,0.00340637
13.175,-0.244547,0.00293733
13.18,-0.243397,-0.000273957
13.185,-0.241356,-0.00586131
13.19,-0.239162,-0.00752788
13.195,-0.236555,-0.00469211
13.2,-0.23382,-0.00340174
13.205,-0.232684,-0.00115716
13.21,-0.233697,-0.00145871
13.215,-0.234828,-0.0011209
13.22,-0.234605,-0.00426132
13.225,-0.233521,-0.00493463
13.23,-0.232054,-0.00309979
13.235,-0.229933,-0.00441547
13.24,-0.227204,-0.00486678
13.245,-0.224829,-0.00424287
13.25,-0.223001,-0.00457788
13.255,-0.220761,-0.00546856
13.26,-0.218575,-0.00349763
13.265,-0.217821,-0.00327956
13.27,-0.218136,-0.00384585
13.275,-0.217589,-0.000185822
13.28,-0.21572,-0.00117933
13.285,-0.213848,-0.00346892
13.29,-0.212792,-0.00440594
13.295,-0.211077,-0.00692183
13.3,-0.205457,-0.00377007
13.305,-0.194349,-4.95E-05
13.31,-0.17907,-0.000855667
13.315,-0.162461,-0.000468108
13.32,-0.147145,-0.00168074
13.325,-0.132803,-0.00359307
13.33,-0.115453,-0.00323425
13.335,-0.0905074,-0.00678772
13.34,-0.0576246,-0.00217077
13.345,-0.0216703,-0.00317097
13.35,0.0101976,-0.00564381
13.355,0.033646,-0.00251612
13.36,0.0483822,-0.0020079
13.365,0.0532136,-0.00341954
13.37,0.0463105,-0.00361962
13.375,0.0274429,-0.000840215
13.38,-0.00233182,-0.00244724
13.385,-0.0403837,-0.00288965
13.39,-0.0812117,-0.00479362
13.395,-0.117767,-0.00258586
13.4,-0.145754,-0.00298317
13.405,-0.165841,-0.00483241
13.41,-0.179859,-0.00566217
13.415,-0.188632,-0.00559224
13.42,-0.193777,-0.00377137
13.425,-0.197977,-0.00247199
13.43,-0.202353,-0.00210681
13.435,-0.205846,-0.00055313
13.44,-0.2083,-0.00453431
13.445,-0.21126,-0.00293273
13.45,-0.214627,-0.00320794
13.455,-0.216294,-0.0050473
13.46,-0.215349,-0.000438756
13.465,-0.212623,0.000484719
13.47,-0.209057,-0.00131644
13.475,-0.204639,-0.00275555
13.48,-0.203122,-0.00662883
13.485,-0.212838,-0.00713277
13.49,-0.231532,-0.00904041
13.495,-0.228643,-0.00409969
13.5,-0.156874,-0.0029052
13.505,0.0308977,-0.00398559
13.51,0.350595,-0.00678445
13.515,0.739199,-0.00358389
13.52,1.0762,0.00392319
13.525,1.25859,0.00776163
13.53,1.25105,0.00367337
13.535,1.08969,0.000853654
13.54,0.850312,0.00132822
13.545,0.605616,-0.0159384
13.55,0.402258,-0.0312887
13.555,0.256274,-0.0139479
13.56,0.161696,0.00251541
13.565,0.10306,0.00330389
13.57,0.0661777,0.017217
13.575,0.0430603,0.0139626
13.58,0.0288352,-0.0114134
13.585,0.019937,-0.0109634
13.59,0.0147197,-0.00701497
13.595,0.0125539,0.00124906
13.6,0.0125162,0.00527623
13.605,0.0142136,-0.00271963
13.61,0.0179491,-0.0105264
13.615,0.0238346,-0.00244081
13.62,0.0316499,-0.00117568
13.625,0.0406059,-0.00339358
13.63,0.0506145,-0.00498016
13.635,0.062591,-0.00562019
13.64,0.0763462,-0.00479941
13.645,0.0905057,-0.00656612
13.65,0.105123,-0.0087535
13.655,0.12153,-0.0100153
13.66,0.140272,-0.00565851
13.665,0.160532,-0.00198852
13.67,0.181372,-0.00194921
13.675,0.203892,0.00104882
13.68,0.229394,0.00194249
13.685,0.256726,0.00271877
13.69,0.284511,-0.000607939
13.695,0.31294,-0.00128798
13.7,0.34189,-0.00457282
13.705,0.368533,-0.00154621
13.71,0.390825,-0.00395899
13.715,0.409128,-0.00529481
13.72,0.423809,-0.00167379
13.725,0.434384,-0.00644538
13.73,0.440238,-0.00992313
13.735,0.440415,-0.00622625
13.74,0.432449,-0.00639219
13.745,0.413324,-0.00198196
13.75,0.382476,-0.00593662
13.755,0.342564,-0.00123662
13.76,0.297078,0.00206227
13.765,0.248697,0.000346557
13.77,0.19987,-0.000688829
13.775,0.153929,-0.00490255
13.78,0.11326,-0.00487303
13.785,0.0779428,0.000126393
13.79,0.0477181,-0.00215818
13.795,0.0234706,-0.00665555
13.8,0.00546096,-0.00455044
13.805,-0.00874554,-0.00329884
13.81,-0.0210905,-0.00448611
13.815,-0.0310888,-0.00488251
13.82,-0.0382233,-0.00122694
13.825,-0.0433767,0.000515371
13.83,-0.0469914,-0.00273482
13.835,-0.0485305,-0.00308007
13.84,-0.0484622,-0.00169095
13.845,-0.0486747,0.00248648
13.85,-0.049431,0.00576438
13.855,-0.0484746,-0.0328601
13.86,-0.0448792,-0.0235734
13.865,-0.0404169,0.0185523
13.87,-0.0369316,-0.000235401
13.875,-0.0342213,0.00181299
13.88,-0.030875,0.00539467
13.885,-0.0270343,-0.000220649
13.89,-0.0237873,-0.00455776
13.895,-0.0212038,-0.00655763
13.9,-0.0184311,-0.0062011
13.905,-0.0155036,-0.00292665
13.91,-0.0129633,-0.00709306
13.915,-0.0100722,-0.00496494
13.92,-0.00638967,-0.00260428
13.925,-0.00309757,-0.00272159
13.93,-0.000566346,-0.00183538
13.935,0.00257251,-0.0019695
13.94,0.00696203,-0.00392124
13.945,0.0106852,-0.00310778
13.95,0.012337,-0.00129093
13.955,0.013083,-0.00468387
13.96,0.0131392,-0.00575154
13.965,0.0113042,-0.00272117
13.97,0.00794864,-0.00467388
13.975,0.00515249,-0.00359573
13.98,0.00471068,-0.00056728
13.985,0.00612041,-0.00352528
13.99,0.00767427,-0.0047152
13.995,0.00904365,-0.00287512
14,0.010229,-0.0018099
14.005,0.0100522,-0.000860233
14.01,0.00825082,-0.00144579
14.015,0.00688894,-0.00336815
14.02,0.00741969,-0.00552701
14.025,0.00869437,-0.0050232
14.03,0.00920535,-0.00599103
14.035,0.00899587,-0.00330148
14.04,0.00915087,-0.00199903
14.045,0.00984979,-0.00353885
14.05,0.0109719,-0.00447929
14.055,0.0131922,-0.00574302
14.06,0.0154204,0.00154699
14.065,0.0154233,0.000107433
14.07,0.0133583,-0.000354508
14.075,0.0115745,0.00147602
14.08,0.0115145,0.000900363
14.085,0.0127211,-0.00544406
14.09,0.0147677,-0.00987217
14.095,0.0174633,-0.00619208
14.1,0.0197342,-0.00518701
14.105,0.0207199,-0.00654014
14.11,0.0211571,-0.00394496
14.115,0.0227955,-0.00362041
14.12,0.0265151,-0.00226812
14.125,0.0310889,-0.000741454
14.13,0.0347624,-0.0019331
14.135,0.0373999,-0.00474112
14.14,0.0394333,-0.00577547
14.145,0.040943,-0.00361674
14.15,0.0418405,-0.00312105
14.155,0.0422454,-0.0014222
14.16,0.0424539,0.000949442
14.165,0.0424551,-0.000308777
14.17,0.0420398,-0.0023971
14.175,0.0421922,-0.00310514
14.18,0.0434497,-0.00561053
14.185,0.0442881,-0.00666614
14.19,0.0439115,-0.00180893
14.195,0.0429694,-0.0017083
14.2,0.0416456,-0.00241589
14.205,0.0400183,-0.00202067
14.21,0.0390828,-0.00751026
14.215,0.0399355,-0.006489
14.22,0.0416535,-0.00580493
14.225,0.0420636,-0.00144362
14.23,0.0401173,0.00105774
14.235,0.0371684,-2.51E-05
14.24,0.0352481,-0.00313997
14.245,0.0342828,-0.00424651
14.25,0.0330291,-0.00362963
14.255,0.0316487,-0.00483269
14.26,0.030771,-0.00558508
14.265,0.0298583,-0.00369157
14.27,0.0287025,-0.00351323
14.275,0.0297671,-0.00207482
14.28,0.0367513,-0.00166116
14.285,0.049419,-0.00260451
14.29,0.0642332,-0.000678761
14.295,0.0782061,-0.00485097
14.3,0.0916797,-0.00529601
14.305,0.107734,-0.00198889
14.31,0.129928,-0.00283816
14.315,0.159903,-0.00262953
14.32,0.194107,-0.00340162
14.325,0.224007,-0.00384224
14.33,0.243808,-0.00529421
14.335,0.253462,-0.00568674
14.34,0.254178,-0.00135539
14.345,0.244917,-0.00182438
14.35,0.223085,-0.00371845
14.355,0.188772,-0.0020523
14.36,0.146682,-0.00430097
14.365,0.102478,-0.00791887
14.37,0.0611903,-0.0077123
14.375,0.0268477,-0.000258697
14.38,0.00116219,0.00393795
14.385,-0.0174609,0.000270799
14.39,-0.0315375,-0.00263427
14.395,-0.0417545,-0.00654029
14.4,-0.0493258,-0.00208447
14.405,-0.056718,-0.00165287
14.41,-0.0651518,-0.00104253
14.415,-0.0738222,-0.0076103
14.42,-0.0815186,0.00108718
14.425,-0.0876814,0.00250741
14.43,-0.0925889,-0.00319911
14.435,-0.0953629,-0.00705382
14.44,-0.094892,-0.00370635
14.445,-0.0926712,-0.00461989
14.45,-0.0920295,-0.00672499
14.455,-0.0977323,-0.00415473
14.46,-0.117472,-0.0111995
14.465,-0.151523,-0.0137275
14.47,-0.171531,-0.00314729
14.475,-0.12521,-0.0010431
14.48,0.0430369,-0.00492738
14.485,0.35972,-0.00391644
14.49,0.768026,0.0011275
14.495,1.13995,0.00570067
14.5,1.35647,0.0126695
14.505,1.36969,0.00709477
14.51,1.21211,-0.00158826
14.515,0.964599,-0.00222716
14.52,0.706458,-0.00322635
14.525,0.487429,-0.0243668
14.53,0.325558,-0.0238247
14.535,0.217774,-0.0155362
14.54,0.150614,0.00633579
14.545,0.108512,0.0238465
14.55,0.0797097,0.0188582
14.555,0.0577905,-0.0100122
14.56,0.0408507,-0.0294285
14.565,0.0284325,-0.0177487
14.57,0.0197455,0.00496356
14.575,0.0142143,0.00981541
14.58,0.0120644,-0.00447273
14.585,0.0126922,-0.0053274
14.59,0.0149262,-0.00319153
14.595,0.018625,-0.00105085
14.6,0.0244809,0.000963353
14.605,0.0317367,-0.00338659
14.61,0.0394298,-0.00160325
14.615,0.0480568,-0.00404357
14.62,0.0579745,-0.00319354
14.625,0.0679449,-0.00472809
14.63,0.0777908,-0.00675941
14.635,0.0889666,-0.00749047
14.64,0.102331,-0.00705285
14.645,0.117422,-0.00670357
14.65,0.134314,-0.00524819
14.655,0.153742,-0.00454982
14.66,0.174541,-0.00376511
14.665,0.193972,-0.000553488
14.67,0.210812,0.00458956
14.675,0.226134,0.0056593
14.68,0.240905,0.00384329
14.685,0.253841,-0.00163517
14.69,0.26376,-0.00722453
14.695,0.27146,-0.00619201
14.7,0.277146,-0.00897876
14.705,0.279016,-0.00952218
14.71,0.275611,-0.00751602
14.715,0.266447,-0.00458525
14.72,0.250132,0.00123685
14.725,0.224199,0.00091182
14.73,0.188363,-0.00197
14.735,0.145901,-0.00661873
14.74,0.101272,-0.00483812
14.745,0.0573454,-9.56E-05
14.75,0.0163844,0.000307498
14.755,-0.0190517,-0.00699252
14.76,-0.0477389,-0.00603092
14.765,-0.0707077,0.0007277
14.77,-0.0900727,-0.00104503
14.775,-0.107118,-0.00396573
14.78,-0.121949,-0.00418826
14.785,-0.135206,-0.00212301
14.79,-0.146736,-0.00289241
14.795,-0.154846,-0.00500384
14.8,-0.159194,-0.00714444
14.805,-0.161678,-0.00190328
14.81,-0.163065,0.000296619
14.815,-0.162766,0.00674406
14.82,-0.161565,0.00825543
14.825,-0.161045,-0.0260042
14.83,-0.161732,-0.0260419
14.835,-0.162353,0.014716
14.84,-0.161741,-0.00085572
14.845,-0.160285,-0.000189827
14.85,-0.158556,-0.000332446
14.855,-0.156628,-0.000207601
14.86,-0.154966,-0.000278315
14.865,-0.154694,-0.00582774
14.87,-0.155935,-0.00249367
14.875,-0.156612,-0.00395038
14.88,-0.155051,-0.0117248
14.885,-0.152338,-0.00428374
14.89,-0.150255,-0.0027975
14.895,-0.149485,-0.00491185
14.9,-0.149975,-0.00150954
14.905,-0.151444,-0.00097418
14.91,-0.153158,-0.00512265
14.915,-0.153779,-0.000897295
14.92,-0.153077,-0.00352861
14.925,-0.153019,-0.000380342
14.93,-0.154777,0.00150922
14.935,-0.15684,-0.00199319
14.94,-0.158244,-0.00419537
14.945,-0.159966,-0.00690955
14.95,-0.162655,-0.00769266
14.955,-0.165009,-0.00746443
14.96,-0.166358,-0.00339492
14.965,-0.168103,-0.00100549
14.97,-0.170906,-0.00587456
14.975,-0.17336,-0.00473947
14.98,-0.174232,-0.00698452
14.985,-0.174531,-0.00273072
14.99,-0.17548,0.00194058
14.995,-0.176869,0.00323325
15,-0.17806,-0.00136315
15.005,-0.179715,-0.00341332
15.01,-0.182101,-0.00138424
15.015,-0.184141,0.00145294
15.02,-0.184823,-0.00284273
15.025,-0.184606,-0.0052739
15.03,-0.184349,-0.00545524
15.035,-0.18361,-0.00582639
15.04,-0.181768,-0.00540949
15.045,-0.180321,-0.00390958
15.05,-0.180408,-0.00273562
15.055,-0.180438,-0.00105153
15.06,-0.179333,-0.00352583
15.065,-0.178169,-0.00460304
15.07,-0.177769,-0.00303246
15.075,-0.17743,-0.00356416
15.08,-0.177184,-0.00414528
15.085,-0.177991,-0.00745765
15.09,-0.17923,-0.00834216
15.095,-0.178526,-0.000910128
15.1,-0.175017,0.00279902
15.105,-0.170669,0.00184395
15.11,-0.167424,0.000833284
15.115,-0.164489,-0.00116711
15.12,-0.161301,-0.00525453
15.125,-0.158914,-0.0086874
15.13,-0.157645,-0.00913838
15.135,-0.155801,-0.00454956
15.14,-0.15198,-0.00380974
15.145,-0.14702,-0.00132212
15.15,-0.142441,-0.000661201
15.155,-0.138087,-0.00417358
15.16,-0.133766,-0.00662591
15.165,-0.130775,-0.00610956
15.17,-0.12947,-0.000156874
15.175,-0.128779,-0.0026209
15.18,-0.127707,-0.000345973
15.185,-0.126512,0.000441678
15.19,-0.125641,-0.000469192
15.195,-0.123533,0.000107103
15.2,-0.119247,-0.00567465
15.205,-0.11356,-0.00700718
15.21,-0.105463,-0.00554513
15.215,-0.0924149,0.000198796
15.22,-0.0743079,-0.000355277
15.225,-0.055318,-0.00385337
15.23,-0.0380031,-0.00400036
15.235,-0.0194699,-0.00301323
15.24,0.00426563,-0.0044619
15.245,0.0354669,-0.00601694
15.25,0.074042,-0.00597195
15.255,0.116385,-0.00343693
15.26,0.155005,-0.00541822
15.265,0.183022,-0.00539096
15.27,0.19949,-0.00468515
15.275,0.206897,-0.000677973
15.28,0.204976,0.00103525
15.285,0.191218,-0.00044712
15.29,0.164359,-0.00363618
15.295,0.127584,-0.00461805
15.3,0.0870823,-0.00240609
15.305,0.0481998,-0.00107985
15.31,0.0144136,-0.000621941
15.315,-0.0115743,-0.0014585
15.32,-0.028887,-0.00380113
15.325,-0.0395791,-0.00611418
15.33,-0.0466669,-0.00315239
15.335,-0.0521122,-0.00335678
15.34,-0.0572166,-0.00537443
15.345,-0.0630238,-0.00570673
15.35,-0.0691088,-0.00510651
15.355,-0.0736294,-0.0018152
15.36,-0.0755681,-0.00124031
15.365,-0.0760489,-0.0070681
15.37,-0.0760726,-0.00706391
15.375,-0.0750939,-0.000574288
15.38,-0.0728889,0.0046223
15.385,-0.0710225,-0.000126383
15.39,-0.0742779,-0.00256118
15.395,-0.0888294,-0.00418028
15.4,-0.110928,-0.00622953
15.405,-0.112019,-0.00648354
15.41,-0.0456723,-0.00608231
15.415,0.137974,-0.0066412
15.42,0.458139,-0.00757969
15.425,0.850708,-0.00456919
15.43,1.19228,0.00199511
15.435,1.3804,0.0134636
15.44,1.3786,0.00884522
15.445,1.21885,-0.00336487
15.45,0.975691,0.000575864
15.455,0.725696,-0.0118457
15.46,0.518494,-0.0411123
15.465,0.370059,-0.0206603
15.47,0.273797,6.07E-05
15.475,0.215275,0.00485012
15.48,0.180792,0.0140807
15.485,0.159369,0.0250918
15.49,0.144789,0.0031134
15.495,0.135773,-0.0173482
15.5,0.132256,-0.0120755
15.505,0.13313,-0.00378231
15.51,0.137644,0.00370655
15.515,0.145494,-0.000832856
15.52,0.155809,-0.00641683
15.525,0.167379,-0.00663537
15.53,0.179563,-0.0048261
15.535,0.192726,-0.0033442
15.54,0.207038,0.000311106
15.545,0.22204,-0.00276573
15.55,0.237215,-0.00314287
15.555,0.253313,-0.00604717
15.56,0.271703,-0.00707118
15.565,0.290757,-0.00912444
15.57,0.308005,-0.00743555
15.575,0.324184,-0.00319453
15.58,0.341002,-0.00207441
15.585,0.358652,0.000160356
15.59,0.376533,-0.00361875
15.595,0.394853,-0.00178245
15.6,0.413963,0.000739733
15.605,0.433093,0.0010725
15.61,0.451452,-0.000334708
15.615,0.469439,-0.00406022
15.62,0.486655,-0.00756668
15.625,0.500769,-0.00244481
15.63,0.510497,-0.00382424
15.635,0.517445,-0.00575189
15.64,0.522536,-0.00562842
15.645,0.52382,-0.00678328
15.65,0.518649,1.82E-05
15.655,0.505868,-0.0018139
15.66,0.485041,-0.00229342
15.665,0.456016,-0.00131887
15.67,0.420423,-0.00337378
15.675,0.381257,-0.000190985
15.68,0.341762,0.000439215
15.685,0.304773,-0.00202935
15.69,0.272432,-0.00315586
15.695,0.246893,-0.00518471
15.7,0.228745,-0.00520933
15.705,0.215696,-0.00550995
15.71,0.205388,-0.00596155
15.715,0.19714,-0.00401184
15.72,0.190606,-0.00168631
15.725,0.184387,-0.00343957
15.73,0.17799,-0.00794561
15.735,0.173138,-0.00769901
15.74,0.170908,-0.00388436
15.745,0.170601,-0.00125241
15.75,0.170183,0.000544424
15.755,0.168469,0.008372
15.76,0.165381,0.00575538
15.765,0.161064,-0.0324886
15.77,0.156368,-0.00509619
15.775,0.153125,0.0104026
15.78,0.15224,0.00233045
15.785,0.152334,-0.00198451
15.79,0.152869,0.00114605
15.795,0.154493,-0.00637881
15.8,0.15661,-0.00334269
15.805,0.157757,-0.00342361
15.81,0.157633,-0.00494359
15.815,0.157175,-0.00403497
15.82,0.156803,-0.00285274
15.825,0.156848,-0.00846108
15.83,0.157673,-0.00597003
15.835,0.160242,-0.00467187
15.84,0.164401,-0.00306599
15.845,0.168752,-0.0011269
15.85,0.172721,-0.00184306
15.855,0.176684,-0.00147906
15.86,0.180545,-0.00220662
15.865,0.183222,-0.00393169
15.87,0.184363,-0.00626618
15.875,0.185184,-0.00475565
15.88,0.186457,-0.000175202
15.885,0.187482,-0.00125177
15.89,0.187824,-0.00150048
15.895,0.187572,-0.00327894
15.9,0.186887,-0.00547301
15.905,0.185213,-0.00583731
15.91,0.181621,-0.00222324
15.915,0.177081,-0.00157171
15.92,0.173135,-0.00164459
15.925,0.169376,-0.0020003
15.93,0.164784,-0.00337879
15.935,0.159735,-0.00588237
15.94,0.154935,-0.00467628
15.945,0.150249,-0.00435343
15.95,0.145754,-0.00194259
15.955,0.143032,-0.00077548
15.96,0.142656,-0.00239793
15.965,0.14297,-0.00740925
15.97,0.142606,-0.00304269
15.975,0.142088,-0.0039976
15.98,0.142202,-0.000125773
15.985,0.142371,-0.000585027
15.99,0.142708,-0.00358669
15.995,0.144777,-0.00542144
16,0.148168,-0.00268627
16.005,0.150302,-0.0013496
16.01,0.149653,-0.0033513
16.015,0.147225,-0.00612305
16.02,0.144745,-0.00258963
16.025,0.142704,-0.00264762
16.03,0.141124,-0.00409056
16.035,0.140371,-0.000794494
16.04,0.140052,-0.00193198
16.045,0.138813,-0.00473729
16.05,0.136482,-0.00566669
16.055,0.134273,-0.0045823
16.06,0.132245,-0.00199095
16.065,0.129428,-0.0024612
16.07,0.125339,-0.0020181
16.075,0.120921,-0.000504442
16.08,0.117154,-0.00459977
16.085,0.113809,-0.00088078
16.09,0.110836,-0.00593525
16.095,0.108847,-0.00666099
16.1,0.107281,-0.00937002
16.105,0.104237,-0.0029003
16.11,0.0985804,-0.00347409
16.115,0.091796,-0.000476199
16.12,0.0861332,0.00105051
16.125,0.0818439,-0.000640917
16.13,0.0785004,-0.00371622
16.135,0.0764205,-0.00732766
16.14,0.0749994,-0.00571346
16.145,0.0726478,-0.00349127
16.15,0.0688925,0.00116542
16.155,0.0653789,0.00239187
16.16,0.0648003,-0.000371934
16.165,0.0691366,-0.00333966
16.17,0.0786253,-0.00747944
16.175,0.0910613,-0.00570369
16.18,0.102497,-0.0043655
16.185,0.111523,-0.00202645
16.19,0.12153,-0.00399232
16.195,0.137743,-0.00249458
16.2,0.163581,-0.00275631
16.205,0.196213,-0.0062301
16.21,0.227141,-0.0123365
16.215,0.248851,-0.00448526
16.22,0.258895,0.000768192
16.225,0.257279,-0.00101431
16.23,0.24476,0.00342538
16.235,0.221482,0.00510332
16.24,0.186614,-0.00137587
16.245,0.141838,-0.00396747
16.25,0.0923866,-0.00498476
16.255,0.0454939,-0.0122244
16.26,0.00681783,-0.00923305
16.265,-0.0228503,-0.00114826
16.27,-0.0456294,-3.46E-06
16.275,-0.0632864,-0.00206813
16.28,-0.0769085,-0.00696536
16.285,-0.0883033,-0.00540828
16.29,-0.0985137,-0.000585315
16.295,-0.107015,0.00146514
16.3,-0.113797,0.000134649
16.305,-0.120016,-0.00260613
16.31,-0.127254,-0.00538221
16.315,-0.134959,-0.00486154
16.32,-0.140952,-0.0056958
16.325,-0.145002,-0.00623619
16.33,-0.147307,-0.0036973
16.335,-0.146523,-0.00169719
16.34,-0.146168,-0.00199012
16.345,-0.156064,-0.00399397
16.35,-0.176186,-0.00230453
16.355,-0.178231,-0.00769178
16.36,-0.115406,-0.00688341
16.365,0.0600631,-0.00439382
16.37,0.363655,-0.00285678
16.375,0.732918,-0.00253065
16.38,1.05256,0.00096239
16.385,1.22598,0.0131458
16.39,1.21827,0.00851495
16.395,1.06015,-0.00316237
16.4,0.822649,-0.00406802
16.405,0.577323,-0.011891
16.41,0.370522,-0.0274763
16.415,0.219549,-0.0165301
16.42,0.120868,0.00567548
16.425,0.0602947,0.00540117
16.43,0.0227056,0.00810029
16.435,-0.00182182,0.0110776
16.44,-0.0187651,-0.0107199
16.445,-0.0320305,-0.01261
16.45,-0.0431384,-0.00974372
16.455,-0.0509846,-0.00265324
16.46,-0.053457,0.00666615
16.465,-0.0511918,0.00170168
16.47,-0.0461746,-0.00806139
16.475,-0.0388819,-0.00832369
16.48,-0.0296017,-0.00469608
16.485,-0.0201302,-0.00299607
16.49,-0.011563,-0.00132936
16.495,-0.00237441,-0.0064517
16.5,0.00864731,-0.000819677
16.505,0.0205381,-0.00109509
16.51,0.032213,-0.0043249
16.515,0.0450319,-0.0049375
16.52,0.060378,-0.00646028
16.525,0.0774256,-0.00580706
16.53,0.095358,-0.00356648
16.535,0.114899,-0.00196397
16.54,0.136444,-0.00047319
16.545,0.157849,-0.00144117
16.55,0.177562,-0.0059602
16.555,0.196829,-0.003015
16.56,0.216663,-0.000280544
16.565,0.235475,-0.00311733
16.57,0.251256,-0.00397817
16.575,0.263775,-0.00665239
16.58,0.273641,-0.00175582
16.585,0.280413,-0.00258644
16.59,0.282744,-0.00559219
16.595,0.27979,-0.000931188
16.6,0.270127,-0.00130398
16.605,0.251645,-0.0032298
16.61,0.223777,-0.00213058
16.615,0.188402,-0.00483034
16.62,0.148064,-0.0058555
16.625,0.104453,-0.00562438
16.63,0.0596976,-3.97E-05
16.635,0.0170797,0.00181383
16.64,-0.020622,-0.00211021
16.645,-0.0531504,-0.00223023
16.65,-0.0811676,-0.00111585
16.655,-0.103817,-0.0041965
16.66,-0.121043,-0.00634494
16.665,-0.13453,-0.00588266
16.67,-0.145055,-0.00577067
16.675,-0.152533,-0.00320811
16.68,-0.157979,-0.00324277
16.685,-0.163386,-0.00251363
16.69,-0.168735,-0.0065211
16.695,-0.172036,-0.00158046
16.7,-0.172502,-0.00200858
16.705,-0.171595,0.00223806
16.71,-0.171929,-0.00564742
16.715,-0.174136,-0.0254715
16.72,-0.176617,0.00699087
16.725,-0.178916,0.00796578
16.73,-0.181405,0.00403944
16.735,-0.183102,0.00202732
16.74,-0.182943,-0.00210088
16.745,-0.181917,-0.0109779
